QuestionBodyAnswerMatch,QuestionTitleAnswerMatch,QuestionUserTagMatch,QuestionBodyKeyWords,QuestionTitleKeyWords,NumQuestionTags,AnswerKeyWords,NumUserTags,QuestionCommentCount,QuestionScore,AnswerCommentCount,NumberOfBadges,NumberOfCommentsMade,NumberOfAnswers,CodedAnswers,Reputation,UpVotes,DownVotes,ProfileViews,HasWebsite,UsefulOrAccepted
289,27,0,914,7,3,334,3,7,1,0,9,10,1,1,57,0,0,44,0,1
27,3,0,217,9,4,49,4,7,1,0,9,12,1,0,33,1,0,7,0,1
132,6,0,78,5,2,343,2,0,5,2,9,2,1,0,56,3,0,21,0,1
10,0,0,77,5,3,28,3,5,0,0,9,42,1,0,52,54,0,43,0,1
22,0,2,77,5,2,26,5,4,3,0,9,35,2,2,82,6,0,32,0,1
38,1,5,104,7,5,48,8,1,11,0,9,7,3,2,215,7,0,5,0,1
18,3,3,119,7,2,25,7,0,4,0,9,6,3,2,101,178,0,13,0,1
48,2,3,164,7,3,73,6,1,1,0,9,30,3,2,108,35,0,52,0,1
57,6,0,178,10,4,103,4,1,1,0,9,12,3,0,72,7,0,9,0,1
9,0,2,99,8,2,25,3,4,2,2,9,11,3,0,91,0,0,16,0,1
10,4,0,139,5,1,26,1,0,1,1,9,47,4,0,137,4,0,73,0,1
10,1,0,177,4,3,19,3,1,20,0,9,10,4,2,140,26,0,26,0,1
19,0,3,121,6,3,25,11,1,0,1,9,4,4,4,110,71,0,9,0,1
53,8,4,68,9,4,79,12,2,1,0,9,5,4,4,53,54,0,19,0,1
31,1,6,353,11,5,37,8,8,1,0,9,3,5,3,125,6,0,35,0,1
108,0,3,555,4,1,124,6,1,1,2,9,9,5,3,151,26,0,25,0,1
868,8,3,762,4,2,1004,4,0,0,2,9,81,5,5,84,54,0,60,0,1
72,8,4,184,6,4,139,13,4,2,0,9,1,6,4,31,48,0,8,0,1
34,7,4,186,7,2,58,14,0,0,1,9,10,6,3,125,6,0,5,0,1
50,2,0,44,6,4,83,4,1,41,0,9,10,6,4,152,5,0,17,0,1
36,4,7,481,6,5,70,16,1,6,0,9,4,6,1,431,9,0,8,0,1
50,7,4,160,6,4,72,8,0,1,1,9,17,7,6,72,72,0,15,0,1
73,9,3,236,8,1,116,6,3,3,2,9,3,7,5,71,63,0,20,0,1
10,1,0,225,6,5,16,5,1,7,0,9,23,7,0,28,30,0,27,0,1
207,0,6,296,3,2,274,16,1,1,1,9,16,8,3,186,2,0,15,0,1
106,12,5,302,5,2,128,9,1,1,0,9,5,9,9,186,0,0,37,0,1
37,0,5,192,5,2,54,14,0,0,2,9,5,10,7,170,8,0,22,0,1
96,5,2,137,7,2,127,18,0,1,4,9,31,10,8,341,10,0,22,0,1
44,5,5,49,7,5,82,22,1,11,0,9,10,10,4,302,2,0,29,0,1
105,11,4,29,7,4,226,18,0,0,0,9,31,10,3,141,76,0,27,0,1
21,2,2,82,7,1,49,7,0,0,0,9,3,11,2,53,43,0,31,0,1
10,1,4,132,12,4,21,16,0,3,0,9,4,12,8,86,92,0,107,0,1
454,4,8,239,6,3,611,33,0,2,5,9,22,14,13,251,5,0,17,0,1
28,2,4,89,4,3,148,11,0,21,0,9,20,14,14,114,9,0,13,0,1
29,2,4,189,9,3,52,13,0,1,0,9,25,14,8,104,11,0,27,0,1
87,2,10,144,5,5,202,20,1,4,0,9,14,15,4,111,27,0,21,0,1
33,4,2,29,5,2,56,12,7,35,0,9,8,15,7,106,23,0,67,0,1
80,2,9,195,3,4,146,29,5,3,3,9,11,17,11,358,48,0,13,0,1
111,2,10,409,9,1,129,25,6,0,0,9,48,20,14,380,33,0,58,0,1
310,17,24,579,6,4,460,54,0,1,0,9,9,20,11,498,2,0,25,0,1
57,5,11,489,7,5,83,58,0,1,0,9,7,20,9,599,23,0,39,0,1
205,4,5,286,4,2,208,10,1,1,0,9,11,23,21,103,3,0,14,0,1
242,4,4,303,4,2,257,31,1,1,7,9,61,25,19,281,15,0,42,0,1
57,12,5,232,10,3,109,30,0,0,2,9,34,29,28,155,24,0,33,0,1
103,6,3,178,6,1,157,9,0,3,0,9,9,13,9,325,3,1,32,0,1
9,2,6,58,6,5,14,23,0,1,2,9,12,14,10,391,26,1,23,0,1
106,0,8,224,7,2,114,15,0,0,5,9,24,20,19,199,14,1,17,0,1
131,4,22,178,7,4,191,32,4,0,2,9,24,21,19,451,7,1,51,0,1
73,14,22,46,9,5,171,51,1,10,0,9,12,22,12,659,2,1,21,0,1
44,2,11,73,7,5,82,50,2,0,0,9,35,24,14,457,35,1,59,0,1
27,3,11,272,4,2,35,32,2,1,0,9,28,30,30,372,7,1,17,0,1
44,2,1,94,9,1,51,27,0,2,0,8,15,36,30,194,3,2,35,0,1
56,2,18,112,8,4,91,56,2,1,1,8,19,37,28,445,5,2,19,0,1
90,0,9,484,6,3,112,20,1,0,1,9,4,14,13,474,30,2,12,0,1
84,3,45,70,5,2,112,115,0,0,7,8,64,105,97,844,27,3,59,0,1
53,3,16,467,4,5,75,30,0,1,0,9,23,14,12,338,4,3,28,0,1
25,2,1,77,5,1,37,21,0,0,1,9,18,16,14,197,40,3,10,0,1
15,2,3,164,9,2,34,31,0,4,0,9,36,17,14,322,18,3,14,0,1
40,1,10,46,6,3,76,51,1,0,0,9,16,21,10,700,19,3,25,0,1
112,0,7,103,7,5,228,9,3,1,0,9,5,23,19,143,19,3,26,0,1
26,1,12,283,6,3,56,42,0,3,0,9,25,25,14,549,21,3,61,0,1
194,0,17,222,6,5,312,28,2,1,2,9,44,27,23,336,3,3,18,0,1
57,0,3,173,6,3,72,34,0,0,0,9,15,20,15,334,26,6,399,0,1
67,2,5253,947,4,5,88,11937,1,0,0,1032,27025,4525,4388,200571,3029,42005,54407,0,1
46,5,3565,58,8,1,52,11937,0,1,0,1032,27025,4525,4388,200571,3029,42005,54407,0,1
88,1,4107,700,5,2,106,11937,0,0,10,1032,27025,4525,4388,200571,3029,42005,54407,0,1
113,8,5077,149,9,5,172,11937,0,0,0,1032,27025,4525,4388,200571,3029,42005,54407,0,1
24,2,0,63,9,5,60,5,1,17,6,9,1,1,0,391,2,0,40,1,1
91,4,0,147,7,3,144,3,0,1,0,9,2,1,1,21,1,0,36,1,1
79,4,0,212,7,5,117,5,0,2,4,9,15,4,4,48,6,0,42,1,1
68,6,3,99,5,3,154,10,1,43,0,9,1,5,4,356,61,0,9,1,1
102,8,3,168,6,3,132,14,7,30,2,9,4,5,3,111,80,0,6,1,1
84,10,3,125,7,3,111,14,1,1,0,9,11,7,7,155,7,0,16,1,1
87,8,2,139,8,1,98,3,0,0,0,9,24,8,4,77,9,0,12,1,1
12,2,6,44,11,1,30,27,2,0,3,9,25,14,8,303,9,0,76,1,1
66,12,6,210,8,3,84,14,0,4,0,9,17,14,14,103,40,0,31,1,1
166,4,25,131,6,3,332,41,0,2,1,9,15,16,14,839,15,0,178,1,1
29,5,5,178,12,3,52,27,2,1,0,9,14,18,14,251,1,0,38,1,1
78,3,4,140,4,1,87,36,1,1,4,9,23,22,17,553,58,0,79,1,1
75,10,3,114,13,3,133,9,2,4,1,9,3,4,3,156,5,1,8,1,1
134,1,2,257,10,2,168,9,0,3,0,9,4,6,4,180,93,1,7,1,1
110,18,11,247,8,5,136,27,2,0,0,9,4,10,9,444,1,1,96,1,1
65,2,15,108,5,4,121,21,4,9,3,9,12,30,9,348,7,1,77,1,1
51,1,31,1305,5,4,69,111,1,1,0,8,6,70,30,769,25,2,43,1,1
69,1,3,167,5,2,171,7,1,1,0,9,18,9,8,140,101,2,19,1,1
29,1,9,45,7,2,136,42,2,0,0,9,49,24,17,735,125,2,35,1,1
45,1,13,83,6,2,102,28,3,1,1,9,23,28,10,399,46,2,24,1,1
39,3,4,139,7,2,66,24,1,1,0,9,23,15,9,191,96,5,17,1,1
138,7,4,363,3,3,263,25,3,2,2,9,4,18,16,325,14,5,13,1,1
73,2,6,124,3,1,86,27,1,0,0,9,15,23,11,617,37,10,72,1,1
11,3,46,109,7,5,16,1043,2,12,1,264,297,415,320,73214,1927,33,2456,1,1
46,2,1,27,8,1,97,1043,0,6,0,264,297,415,320,73214,1927,33,2456,1,1
90,0,377,216,5,5,149,1092,11,0,0,264,561,421,184,31138,2208,79,1396,1,1
39,1,19,96,7,3,66,1014,0,1,0,776,2441,488,325,27820,6309,2923,4138,1,1
26,1,25,157,7,4,37,1014,0,1,0,776,2441,488,325,27820,6309,2923,4138,1,1
335,10,4066,1283,9,2,425,11805,8,2,7,264,12486,6234,5852,146144,4602,3435,14109,1,1
44,1,380,189,5,3,73,1624,1,0,0,264,2322,760,536,35029,5344,221,2607,1,1
88,4,212,79,6,2,247,1624,3,5,1,264,2322,760,536,35029,5344,221,2607,1,1
57,2,4,102,5,2,62,50,0,2,0,16,24,20,13,629,29,1,58,1,0
35,2,0,349,6,3,41,24,0,35,0,10,5,17,14,465,45,0,52,1,0
75,13,0,34,9,3,209,3,0,0,0,15,38,4,2,58,73,0,41,0,0
31,3,0,96,6,1,72,13,0,2,0,5,4,7,1,37,10,0,12,0,0
221,6,84,1049,7,5,329,138,0,0,0,12,68,67,65,1174,4,1,116,0,0
75,1,0,135,4,2,98,2,0,1,0,8,5,3,2,81,10,0,35,1,0
9,2,170,22,7,1,13,697,0,6,0,153,238,267,210,24021,425,298,1923,0,0
209,3,1,295,5,3,283,21,0,1,0,10,5,19,13,332,101,2,27,0,0
9,3,6,84,12,4,13,39,0,0,0,29,30,17,10,1115,79,2,110,0,0
283,9,2,159,6,2,468,17,0,3,0,17,21,11,9,471,98,11,100,0,0
94,2,0,183,6,2,164,10,0,0,0,7,5,7,7,57,5,0,5,0,0
52,1,13,224,7,3,89,35,0,8,0,28,48,45,35,577,1052,70,117,1,0
51,4,16,61,8,2,80,41,0,3,1,33,87,39,17,752,167,5,93,1,0
78,13,7,88,9,4,113,21,0,0,1,24,79,16,12,577,45,1,109,0,0
45,6,3,84,4,2,58,22,0,19,1,12,13,16,11,509,67,20,30,0,0
30,4,1352,59,5,2,51,23861,0,3,1,664,22990,9810,8634,317019,7123,1181,29067,1,0
7,1,1,20,5,3,20,17,0,2,2,37,33,15,13,530,39,18,102,0,0
7,0,61,166,3,3,12,191,0,3,2,69,386,129,86,3010,85,29,386,0,0
100,1,5,85,4,3,168,21,0,1,2,4,1,8,5,218,2,0,53,1,0
27,4,1,116,9,3,36,12,0,0,2,6,2,6,5,104,14,0,7,0,0
54,8,55,624,8,4,80,169,0,0,2,21,85,129,121,1822,16,5,138,0,0
13,0,3,46,4,2,76,192,0,8,3,89,272,89,45,5942,282,44,608,0,0
28,1,57,223,8,3,35,157,0,0,3,31,75,97,73,2181,59,5,160,0,0
318,12,18,179,7,2,438,183,0,0,3,26,270,116,109,1230,1329,5,151,0,0
26,1,26,62,6,4,35,87,0,2,3,25,97,90,52,1499,194,21,263,1,0
65,7,0,103,9,2,86,65,0,0,3,34,77,34,31,974,327,16,98,1,0
88,9,12,417,13,2,135,65,0,0,6,30,83,56,31,1247,637,21,143,1,0
24,0,3,234,7,5,33,10,1,0,0,19,25,7,7,221,10,1,31,0,0
53,0,14,134,5,1,76,323,1,0,0,122,213,162,33,6075,240,43,602,0,0
214,1,9,113,5,5,485,32,1,13,0,13,44,32,24,414,42,3,123,1,0
29,3,3986,164,11,4,47,9126,1,4,1,636,4713,4190,3836,185550,3409,210,7504,0,0
237,64,2,95,5,3,629,4,1,57,1,8,17,6,6,92,24,0,25,0,0
14,2,4,48,7,4,47,49,1,9,1,24,17,36,8,759,36,2,141,1,0
112,5,19,289,6,4,150,98,1,0,1,22,83,47,39,1218,116,18,60,1,0
20,0,0,249,3,2,44,12,1,5,2,9,6,7,3,206,20,0,11,1,0
46,0,4,136,3,3,83,14,1,0,2,11,20,10,5,137,23,0,20,1,0
21,3,1,31,4,3,70,355,1,26,2,224,505,178,105,17918,1526,90,1291,0,0
121,15,28,158,12,2,199,168,1,10,2,109,360,82,64,4784,1691,43,1412,1,0
10,1,0,73,7,2,14,2,1,0,2,4,5,11,1,27,0,0,28,0,0
19,3,65,71,4,2,35,182,1,0,3,67,165,143,42,3966,543,16,479,1,0
16,1,486,443,7,2,31,1139,1,0,3,92,485,770,419,24492,45,4,2182,0,0
44,0,2,178,9,1,46,32,1,6,3,36,24,19,9,1195,62,2,139,0,0
10,2,75,100,7,1,15,163,1,3,4,11,51,135,25,1866,24,1,92,0,0
54,2,23,90,12,2,71,237,2,0,0,39,388,160,122,2717,79,84,416,1,0
23,0,64,53,8,4,43,416,2,1,0,76,347,235,151,6711,113,19,437,1,0
41,0,0,257,5,1,45,4,2,0,0,8,4,10,4,63,184,0,14,0,0
42,0,0,291,8,5,69,4,2,3,0,7,5,15,9,14,0,0,17,0,0
135,0,937,159,6,2,214,2192,2,2,0,101,4597,1362,1360,30567,3342,985,2661,0,0
55,6,895,117,8,5,99,2313,2,0,0,297,1118,1078,827,73559,916,51,2804,1,0
129,10,69,971,7,5,174,261,2,0,0,99,124,101,64,22375,619,21,684,1,0
39,2,0,42,6,2,53,5,2,1,1,16,27,3,1,46,1,0,20,0,0
29,0,469,186,4,3,46,1235,2,0,1,80,2385,665,535,13863,467,1368,2281,0,0
1515,21,4,1629,7,5,1525,13,2,0,1,10,142,14,13,125,157,0,40,0,0
29,2,4,52,3,4,124,20,2,0,1,24,28,18,13,1078,8,1,64,1,0
82,2,2,145,7,3,121,9,2,0,3,4,2,13,10,61,3,0,54,0,0
66,3,162,124,7,2,77,511,2,23,4,158,488,291,250,6395,916,18,1059,1,0
11,2,0,102,7,3,16,7,2,0,5,9,68,8,4,139,19,1,39,0,0
104,0,2,1667,7,4,169,9,3,0,0,5,13,17,16,109,13,0,13,0,0
9,1,2,144,4,3,12,16,3,0,0,20,29,13,9,603,19,0,20,0,0
36,1,0,103,7,4,91,3,3,128,0,3,1,5,5,11,0,0,2,1,0
23,0,1,316,4,5,33,14,3,94,0,6,6,9,9,189,204,0,23,0,0
7,1,29,51,7,2,24,52,3,0,1,44,62,28,11,1801,944,14,273,0,0
57,2,0,65,8,5,71,5,3,0,2,3,4,2,2,11,0,0,2,0,0
8,1,13,58,8,1,14,43,3,1,2,22,182,61,45,592,111,6,221,0,0
102,1,59,149,7,2,122,177,3,2,3,38,122,94,76,3010,149,7,691,0,0
59,0,125,269,6,2,93,535,3,0,3,53,499,278,273,7296,81,49,342,1,0
58,0,0,94,4,1,96,71,3,0,4,22,47,42,36,734,10,14,57,1,0
76,2,298,191,5,2,107,946,4,0,0,34,3052,1040,1016,7595,468,498,1474,1,0
115,1,5,238,4,1,153,25,4,0,0,14,50,13,7,192,27,1,194,0,0
16,2,2,185,6,4,27,39,4,3,0,137,66,23,11,3148,139,3,324,0,0
236,157,1,84,8,4,1719,18,4,245,0,23,35,23,5,439,307,0,137,0,0
60,4,3,152,5,1,89,9,4,0,2,38,77,25,23,511,46,1,111,1,0
47,0,103,129,4,3,73,717,4,0,2,51,849,510,507,7775,110,94,707,1,0
37,4,26,129,10,3,56,100,4,1,3,16,87,80,70,1375,9,2,112,1,0
40,1,47,208,6,4,54,170,4,7,3,77,297,90,59,3350,313,266,621,0,0
34,1,12,97,8,5,46,84,4,1644,7,60,293,86,74,1351,686,90,371,1,0
88,0,20,48,3,5,180,40,5,14,0,26,97,46,36,481,75,1,173,1,0
23,3,0,122,10,3,29,3,5,0,1,2,1,5,3,30,0,0,6,0,0
25,3,302,96,4,2,43,9002,5,0,2,405,4700,3864,2449,140811,516,3239,6847,1,0
110,20,35,133,8,3,115,101,5,0,2,74,323,103,80,1929,133,6,275,0,0
41,1,21,177,12,3,53,140,5,0,3,31,323,76,71,1146,259,70,311,0,0
144,7,23,133,6,5,245,56,6,1,0,19,56,63,54,507,7,14,50,0,0
41,1,676,45,2,1,57,4289,6,35,1,196,2756,2600,2419,61936,994,29,3990,0,0
85,5,4,165,6,1,101,43,6,0,1,18,72,66,54,745,118,5,122,0,0
69,0,4,281,5,3,72,22,6,1,1,22,90,28,18,366,23,2,55,0,0
226,5,8,284,7,3,239,33,6,1,2,39,107,31,30,956,227,16,101,0,0
303,2,6,356,5,3,413,21,6,0,4,6,11,14,9,164,4,0,20,0,0
46,2,0,161,6,3,111,35,6,6,4,124,428,23,16,2785,308,14,516,0,0
34,2,1,215,4,2,45,23,6,1,8,7,38,20,15,169,67,0,22,0,0
76,0,39,157,7,1,88,110,7,0,1,23,448,99,76,1636,57,27,135,0,0
398,8,698,374,7,2,497,5228,7,1,6,412,2708,2130,1901,84143,7722,443,5559,0,0
59,0,0,574,6,2,71,3,8,74,1,24,17,6,4,397,27,1,39,1,0
111,2,6,314,8,3,126,43,8,1,7,57,152,35,15,777,204,31,257,0,0
58,2,159,156,7,3,88,1477,9,6,0,106,1336,666,501,32344,366,44,1649,0,0
41,2,0,130,8,2,71,317,10,7,0,144,796,252,100,9011,2226,19,695,0,0
11,0,4,210,6,2,18,35,12,5,1,12,32,27,18,388,25,5,73,0,0
12,3,6,88,4,1,31,40,12,1,2,19,24,17,8,685,10,2,27,0,0
36,2,296,4505,6,5,51,1204,12,0,4,24,399,664,101,9374,46,11,759,0,0
30,2,0,325,6,4,42,32,14,0,0,76,809,51,43,1639,6720,1453,720,0,0
139,4,2,307,4,3,152,79,15,0,2,65,148,47,40,1966,1209,9,427,1,0
24,2,1419,202,8,4,60,13093,0,1,1,1291,5212,5001,3014,320069,3665,76,34547,0,1
34,4,0,258,4,2,58,2,0,0,0,12,8,2,1,114,3,0,24,0,1
149,1,5,294,9,2,178,8,0,1,0,12,11,4,2,127,110,0,14,0,1
293,6,6,456,6,3,356,7,2,2,0,12,14,4,1,70,12,0,19,0,1
17,0,3,190,4,3,19,7,0,1,1,12,14,4,2,69,24,0,26,0,1
176,18,4,209,6,3,424,14,4,3,0,12,7,5,3,347,24,0,36,0,1
111,2,0,374,4,5,121,5,0,1,4,12,6,5,4,81,1,0,43,0,1
37,0,1,184,3,1,60,15,0,1,5,12,14,6,4,123,2227,0,26,0,1
207,2,8,247,7,5,218,19,0,1,2,12,30,6,5,279,13,2,23,0,1
95,5,5,136,8,3,166,10,0,1,5,12,14,6,3,74,6,0,15,0,1
182,26,0,3012,10,5,282,5,7,15,0,12,56,6,6,126,11,0,29,0,1
208,18,5,87,6,5,438,15,0,4,2,12,11,6,5,97,45,0,21,0,1
151,13,5,337,7,4,198,8,2,0,0,12,45,7,3,124,64,0,42,0,1
30,0,3,163,5,1,50,6,0,1,0,12,34,7,6,129,64,0,118,0,1
90,2,4,1493,7,1,126,7,0,0,1,12,13,7,6,124,2,0,24,0,1
181,0,6,235,6,5,256,13,3,16,1,12,12,7,6,171,119,0,37,0,1
18,0,4,101,9,4,33,17,2,6,0,12,8,10,4,310,31,1,11,0,1
89,1,8,176,7,4,151,16,2,2,9,12,36,11,5,169,339,0,24,0,1
180,2,4,328,5,4,262,16,2,1,0,12,25,11,7,65,6,0,17,0,1
32,6,4,149,9,2,33,18,2,0,1,12,23,12,11,221,23,4,42,0,1
23,2,2,437,4,2,33,16,6,1,2,12,4,12,3,351,203,0,15,0,1
33,0,7,83,7,5,107,24,2,4,2,12,8,13,13,366,34,0,16,0,1
123,2,5,721,11,1,194,12,0,0,2,12,19,13,10,351,146,3,46,0,1
118,12,5,59,9,4,223,10,2,0,0,12,158,14,9,177,41,0,102,0,1
74,2,2,57,5,2,167,24,7,15,0,12,29,15,5,407,22,8,49,0,1
34,1,10,218,5,2,52,33,0,1,0,12,32,15,10,333,40,2,18,0,1
313,26,7,204,7,4,585,42,4,3,0,12,40,16,14,485,47,0,51,0,1
113,6,15,252,5,3,182,37,4,0,2,12,17,17,16,380,44,3,60,0,1
99,4,17,126,5,4,209,30,1,0,2,12,14,19,19,410,5,7,13,0,1
50,2,13,71,6,5,90,41,5,31,0,12,14,19,13,256,28,3,27,0,1
401,30,9,221,9,4,808,21,1,0,4,12,27,19,13,377,77,2,38,0,1
57,2,18,163,5,4,77,42,0,2,0,12,28,24,21,588,15,4,15,0,1
50,0,9,54,5,2,91,57,0,0,0,12,21,25,25,477,17,0,16,0,1
161,15,12,195,8,3,163,21,3,1,1,12,41,25,24,394,79,3,35,0,1
247,4,12,696,4,5,308,43,10,0,0,12,50,32,31,506,33,7,61,0,1
65,11,23,108,8,3,141,62,3,1,0,12,49,35,28,618,32,6,31,0,1
28,0,2,130,5,2,36,8,0,2,0,12,6,3,3,308,5,0,14,0,1
13,0,7,1274,5,5,33,11,4,8,1,12,5,4,2,88,22,0,27,0,1
49,4,6,222,8,4,88,11,3,3,0,12,8,4,3,221,16,0,12,0,1
37,3,5,137,9,5,68,11,0,6,0,12,11,5,1,133,15,0,32,0,1
14,1,7,111,13,5,41,14,0,3,1,12,10,6,3,123,33,0,13,0,1
58,3,10,106,3,3,158,25,0,1,1,12,5,7,4,480,15,0,74,0,1
31,2,6,99,8,4,49,30,0,20,1,12,3,11,6,555,32,6,17,0,1
45,4,5,277,5,3,52,16,4,0,0,12,20,12,8,304,19,0,40,0,1
64,3,5,324,7,4,94,33,6,3,2,12,10,24,4,229,17,0,74,0,1
104,2,8,209,9,3,122,49,1,0,0,12,24,28,28,344,38,2,81,0,1
145,1,19,446,7,4,197,65,1,11,1,12,41,28,27,711,180,8,26,0,1
120,4,3,138,5,2,177,6,0,2,1,12,22,8,3,92,16,0,25,0,1
143,1,4,275,4,4,187,16,5,0,8,12,35,10,8,364,6,0,17,0,1
134,1,19,211,4,4,181,40,0,0,0,12,3,16,4,434,17,2,18,0,1
71,6,8,51,8,2,123,33,1,2,0,12,14,21,7,436,25,0,30,0,1
22,1,10,174,7,2,48,54,2,1,1,12,19,23,8,771,7,0,24,0,1
88,2,3,99,6,2,127,43,4,0,2,12,26,28,8,405,9,1,1006,0,1
37,1,7,67,4,5,98,46,0,4,0,12,17,28,21,596,327,0,31,0,1
35,2,4,245,5,4,55,10,3,1,6,12,13,7,4,186,19,0,9,0,1
117,20,5,119,9,5,179,21,0,4,0,12,27,13,9,185,33,3,21,0,1
30,1,8,188,4,4,46,16,3,0,0,12,9,19,18,181,0,1,35,0,1
73,3,2,61,4,2,157,19,3,9,0,12,3,7,3,656,12,0,10,0,1
175,29,0,266,11,2,321,2,2,2,1,12,6,1,1,150,35,0,28,0,1
40,11,4,245,12,2,77,11,5,23,0,12,9,9,4,188,17,0,34,0,1
39,5,6,18,7,3,107,14,0,18,1,12,1,7,5,567,31,1,44,0,1
207,2,2130,251,6,3,271,5283,7,37,1,523,8526,1582,1506,100718,4499,2460,7292,0,1
59,3,0,74,4,3,99,3,1,33,2,12,2,2,2,466,6,0,13,0,1
87,4,0,304,15,5,121,5,0,52,6,12,1,1,1,1046,1,0,8,0,1
22,4,7,74,8,1,46,12,2,2,1,12,13,20,16,342,29,0,16,0,1
14,1,3,86,7,3,20,7,0,0,0,12,20,3,0,61,3,0,32,1,1
170,6,7,249,9,3,295,13,1,2,0,12,37,4,4,127,118,0,50,1,1
36,0,2,71,2,2,40,13,0,0,0,12,19,7,2,170,0,0,32,1,1
21,1,2,159,5,2,42,22,6,4,0,12,15,9,4,387,10,0,12,1,1
43,0,3,722,4,3,63,8,7,0,0,12,45,9,8,73,17,0,47,1,1
34,0,1,62,5,1,45,13,0,94,0,12,4,9,2,180,87,8,12,1,1
87,3,10,197,9,3,96,33,0,1,0,12,10,13,11,384,143,0,23,1,1
38,0,7,463,11,5,69,35,7,16,2,12,18,14,2,488,22,1,53,1,1
41,0,6,21,2,1,130,19,1,1,3,12,6,15,14,436,63,8,73,1,1
248,3,13,249,2,2,398,31,0,1,3,12,13,20,9,395,7,2,29,1,1
65,2,19,257,5,4,97,38,11,0,2,12,32,22,22,400,100,3,21,1,1
23,0,6,131,8,4,48,22,2,0,2,12,9,24,10,301,13,1,37,1,1
50,10,1,47,6,1,215,14,0,0,0,12,36,24,16,152,28,0,23,1,1
66,9,4,120,9,4,164,65,0,0,1,12,44,26,22,589,11,2,25,1,1
60,10,41,98,8,3,118,64,0,1,2,12,26,31,27,891,8,0,29,1,1
15,0,0,263,17,2,16,2,13,5,0,12,27,1,0,112,144,0,48,1,1
342,35,6,372,9,5,421,18,0,2,0,12,3,5,3,136,5,2,23,1,1
112,2,0,85,5,3,171,3,1,0,1,12,10,5,3,133,1,0,10,1,1
292,0,3,145,3,3,438,11,10,3,0,12,9,7,5,125,38,0,14,1,1
134,19,6,131,7,4,197,17,4,2,0,12,21,11,11,114,127,0,21,1,1
34,13,3,17,8,2,129,15,2,14,0,12,47,19,7,328,30,1,65,1,1
142,2,17,143,3,4,184,73,2,0,1,12,21,30,23,883,55,2,61,1,1
77,4,756,150,5,3,130,2241,0,18,1,267,636,945,671,66759,636,34,6256,1,1
51,2,1054,110,4,3,248,12430,0,2,0,1291,9136,6081,3616,296963,11157,1326,41179,1,1
14,0,5,20,8,3,42,12,0,3,2,12,16,8,5,117,86,0,26,1,1
72,3,6,280,10,2,89,19,0,2,1,12,3,16,13,313,20,0,85,1,1
32,2,14,125,2,3,43,48,0,2,1,12,9,16,7,742,24,0,129,1,1
55,0,11,104,7,3,97,29,0,2,2,12,83,28,18,275,52,23,52,1,1
24,1,3,653,6,3,39,39,1,0,2,12,50,36,24,539,7,5,83,1,1
38,3,4,51,5,4,71,27,1,6,0,12,7,17,12,277,59,1,34,1,1
107,0,10,978,7,5,116,23,0,0,5,12,39,20,14,351,27,2,24,1,1
63,5,3,74,5,3,164,35,0,2,3,12,7,13,6,661,16,2,115,1,1
187,8,2,56,5,2,371,15,0,1,2,12,10,6,3,345,54,9,62,1,1
102,8,3,227,6,3,173,6,3,84,1,12,3,3,1,320,8,2,29,1,1
49,2,1,63,4,1,65,11,0,22,5,12,3,6,5,595,7,5,15,1,1
55,3,11,139,6,3,83,36,0,0,1,18,29,30,17,422,31,6,70,0,0
19,2,1,147,4,2,28,220,0,37,1,148,92,130,22,7112,2222,4,652,0,0
119,1,59,111,6,4,199,168,0,6,1,41,72,87,77,3814,433,19,237,0,0
62,2,0,480,10,3,88,9,0,5,0,4,2,7,1,81,3,0,20,0,0
9,1,0,173,20,4,18,2,0,0,0,1,5,3,2,11,0,0,9,0,0
12,3,0,286,4,3,16,2,0,2,1,2,1,5,2,24,4,0,1,0,0
61,3,48,766,6,2,75,160,0,0,0,86,257,139,106,3907,1406,13,530,0,0
77,2,47,245,5,4,104,361,0,1,2,105,228,190,107,14275,178,5,639,0,0
53,1,2,136,8,3,98,113,0,17,3,55,401,81,52,1988,883,335,469,0,0
24,0,1,232,6,5,33,26,0,7,1,30,16,17,9,801,183,5,40,0,0
274,1,5,300,4,4,332,19,0,0,3,16,32,19,19,100,83,0,45,0,0
44,0,0,76,8,5,151,5,0,0,1,4,4,3,1,104,1,0,4,0,0
31,2,1,110,3,4,42,25,0,0,2,13,61,17,10,435,29,5,1085,0,0
39,2,0,116,8,2,81,2,0,118,0,4,1,3,2,18,0,0,52,0,0
23,3,0,58,8,3,46,1,0,0,2,11,12,5,2,32,1,0,8,0,0
18,2,113,49,7,4,60,699,0,2,4,49,691,517,458,7467,690,98,708,0,0
58,6,28,120,6,4,95,97,0,0,2,101,191,82,57,2981,1102,5,340,0,0
126,26,0,150,7,1,233,94,0,1,2,20,91,67,53,1403,138,1,58,0,0
11,3,60,141,16,2,33,196,1,0,0,15,183,135,52,1895,57,24,179,0,0
186,2,233,357,3,1,325,843,1,1,0,183,606,385,361,33253,5212,72,1470,0,0
33,0,4,174,9,2,36,185,1,2,0,34,82,133,116,2638,177,3,79,0,0
14,0,3,119,7,5,25,7,1,0,1,2,3,13,2,38,1,0,13,0,0
70,4,23,443,7,4,112,276,2,0,3,86,275,166,132,4228,661,51,220,0,0
72,0,9,250,7,3,86,20,2,1,1,11,54,19,9,202,18,2,32,0,0
